Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,_Matches,Season,Squad
Isaac Mbenza,be BEL,"FW,MF",22.0,11.0,272,259,12,1,1,2,34,5,5,4,1,0,183,1,15,Matches,2018-2019,Huddersfield Town
Karlan Grant,eng ENG,FW,20.0,9.7,223,203,20,0,0,0,9,2,0,0,0,0,149,0,11,Matches,2018-2019,Huddersfield Town
Jon Gorenc Stanković,si SVN,"MF,DF",22.0,7.9,297,285,11,9,0,0,0,2,0,0,0,0,224,1,10,Matches,2018-2019,Huddersfield Town
Ben Hamer,eng ENG,GK,30.0,6.1,204,139,64,12,0,1,0,0,0,0,0,0,97,1,0,Matches,2018-2019,Huddersfield Town
Adama Diakhaby,fr FRA,"FW,MF",22.0,6.1,162,156,5,0,1,0,14,0,1,1,0,0,114,1,7,Matches,2018-2019,Huddersfield Town
Rajiv van La Parra,nl NED,"FW,MF",27.0,4.5,116,109,6,2,1,0,6,4,0,0,0,0,94,1,4,Matches,2018-2019,Huddersfield Town
Jason Puncheon,eng ENG,MF,32.0,4.2,214,195,18,9,0,4,9,4,5,2,0,2,165,1,7,Matches,2018-2019,Huddersfield Town
Danny Williams,us USA,MF,29.0,1.1,24,24,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches,2018-2019,Huddersfield Town
Joel Coleman,eng ENG,GK,22.0,1.0,37,28,9,3,0,0,0,0,0,0,0,0,14,0,0,Matches,2018-2019,Huddersfield Town
Aaron Rowe,eng ENG,FW,17.0,0.8,20,20,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches,2018-2019,Huddersfield Town
Abdelhamid Sabiri,ma MAR,FW,21.0,0.5,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches,2018-2019,Huddersfield Town
Demeaco Duhaney,eng ENG,DF,19.0,0.5,27,20,7,1,0,0,2,6,0,0,0,0,21,0,1,Matches,2018-2019,Huddersfield Town
Ramadan Sobhi,eg EGY,"FW,MF",21.0,0.9,50,46,4,0,1,0,3,4,0,0,0,0,39,0,1,Matches,2018-2019,Huddersfield Town
Matty Daly,eng ENG,MF,17.0,0.8,13,12,0,0,0,0,0,0,0,0,0,0,7,1,1,Matches,2018-2019,Huddersfield Town
Collin Quaner,de GER,FW,27.0,0.4,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches,2018-2019,Huddersfield Town
Squad Total,,,26.2,38.0,17777,15783,1931,444,22,130,768,930,162,80,55,11,13045,63,418,,2018-2019,Huddersfield Town
Opponent Total,,,26.5,38.0,20248,18262,1911,441,67,135,526,947,170,67,62,10,15904,75,415,,2018-2019,Huddersfield Town
Ahmed Hegazi,eg EGY,DF,26.0,37.6,1205,1161,37,33,1,10,10,2,0,0,0,0,872,7,10,Matches,2017-2018,West Bromwich Albion
Ben Foster,eng ENG,GK,34.0,37.0,1155,657,492,154,0,1,0,0,0,0,0,0,565,6,0,Matches,2017-2018,West Bromwich Albion
Kieran Gibbs,eng ENG,DF,27.0,31.4,1391,1077,304,7,0,3,74,293,4,4,0,0,1000,10,23,Matches,2017-2018,West Bromwich Albion
Salomón Rondón,ve VEN,FW,27.0,30.7,874,834,38,3,4,3,35,4,0,0,0,0,564,2,33,Matches,2017-2018,West Bromwich Albion
Jay Rodriguez,eng ENG,"FW,MF",28.0,31.2,740,691,47,2,4,6,30,4,3,2,0,0,517,2,26,Matches,2017-2018,West Bromwich Albion
Jake Livermore,eng ENG,MF,27.0,29.7,1133,1106,21,5,8,16,16,8,1,1,0,0,878,6,22,Matches,2017-2018,West Bromwich Albion
Craig Dawson,eng ENG,DF,27.0,27.9,1114,938,168,10,0,8,42,158,0,0,0,0,765,8,28,Matches,2017-2018,West Bromwich Albion
Jonny Evans,nir NIR,DF,29.0,25.2,983,922,58,43,0,2,4,15,0,0,0,0,785,3,4,Matches,2017-2018,West Bromwich Albion
Allan Nyom,cm CMR,DF,29.0,25.7,1102,837,261,4,0,2,88,257,0,0,0,0,798,4,45,Matches,2017-2018,West Bromwich Albion
Matt Phillips,sct SCO,"MF,DF",26.0,23.3,704,601,97,17,0,2,164,37,43,34,5,2,434,6,38,Matches,2017-2018,West Bromwich Albion
Gareth Barry,eng ENG,MF,36.0,21.4,963,920,38,22,3,11,28,3,12,9,2,0,721,5,11,Matches,2017-2018,West Bromwich Albion
Chris Brunt,nir NIR,"MF,DF",32.0,21.3,1082,879,194,57,6,8,139,52,85,54,19,9,733,9,12,Matches,2017-2018,West Bromwich Albion
Grzegorz Krychowiak,pl POL,MF,27.0,18.2,831,796,34,16,6,12,18,0,11,5,4,0,641,1,19,Matches,2017-2018,West Bromwich Albion
James McClean,ie IRL,"MF,FW",28.0,15.6,462,432,27,2,0,2,88,13,12,11,0,0,288,3,40,Matches,2017-2018,West Bromwich Albion
Claudio Yacob,ar ARG,MF,30.0,10.0,374,369,5,3,0,2,0,0,0,0,0,0,312,0,3,Matches,2017-2018,West Bromwich Albion
Hal Robson-Kanu,wls WAL,"FW,MF",28.0,9.2,208,198,8,0,1,0,19,3,0,0,0,0,127,2,15,Matches,2017-2018,West Bromwich Albion
Sam Field,eng ENG,MF,19.0,6.0,177,169,6,3,0,3,8,1,2,1,1,0,128,2,3,Matches,2017-2018,West Bromwich Albion
Gareth McAuley,nir NIR,DF,37.0,5.1,130,120,9,6,0,2,1,3,0,0,0,0,85,1,5,Matches,2017-2018,West Bromwich Albion
Oliver Burke,sct SCO,"FW,MF",20.0,4.1,151,148,2,1,0,2,9,1,0,0,0,0,114,1,5,Matches,2017-2018,West Bromwich Albion
Nacer Chadli,be BEL,"FW,MF",27.0,2.9,77,70,7,3,0,0,7,1,3,1,1,0,54,0,5,Matches,2017-2018,West Bromwich Albion
James Morrison,sct SCO,MF,31.0,2.3,91,90,0,0,0,1,2,0,0,0,0,0,77,1,1,Matches,2017-2018,West Bromwich Albion
Daniel Sturridge,eng ENG,FW,27.0,1.3,33,30,3,0,1,0,2,0,0,0,0,0,23,0,0,Matches,2017-2018,West Bromwich Albion
Boaz Myhill,wls WAL,GK,34.0,1.0,19,9,10,3,0,0,0,0,0,0,0,0,10,0,0,Matches,2017-2018,West Bromwich Albion
Rekeem Harper,eng ENG,MF,17.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches,2017-2018,West Bromwich Albion
Squad Total,,,29.1,38.0,15004,13059,1866,394,34,96,784,855,176,122,32,11,10495,79,348,,2017-2018,West Bromwich Albion
Opponent Total,,,26.9,38.0,22103,20180,1871,487,62,235,783,835,176,80,43,9,17631,52,371,,2017-2018,West Bromwich Albion
Joe Allen,wls WAL,MF,27.0,34.9,1403,1360,37,17,3,3,37,2,9,3,1,4,1114,6,39,Matches,2017-2018,Stoke City
Xherdan Shaqiri,ch SUI,"MF,FW",25.0,33.8,1293,1043,242,82,15,11,201,29,88,48,32,4,923,8,33,Matches,2017-2018,Stoke City
Jack Butland,eng ENG,GK,24.0,35.0,1283,765,507,169,0,1,0,0,0,0,0,0,643,11,1,Matches,2017-2018,Stoke City
Kurt Zouma,fr FRA,DF,22.0,32.1,1154,999,149,33,0,24,11,116,0,0,0,0,869,6,13,Matches,2017-2018,Stoke City
Erik Pieters,nl NED,DF,28.0,30.2,1310,1054,248,10,0,4,64,238,0,0,0,0,916,8,39,Matches,2017-2018,Stoke City
Mame Biram Diouf,sn SEN,"FW,DF",29.0,28.8,630,584,41,0,0,0,34,33,0,0,0,0,347,5,31,Matches,2017-2018,Stoke City
Ryan Shawcross,eng ENG,DF,29.0,26.3,668,648,18,17,0,3,0,1,0,0,0,0,449,2,5,Matches,2017-2018,Stoke City
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",28.0,25.7,688,670,11,3,1,5,35,5,0,0,0,0,477,7,29,Matches,2017-2018,Stoke City
Darren Fletcher,sct SCO,MF,33.0,24.7,1105,1042,59,23,6,19,49,4,26,18,8,0,843,4,20,Matches,2017-2018,Stoke City
Geoff Cameron,us USA,"DF,MF",32.0,16.9,581,508,68,7,0,5,9,61,0,0,0,0,404,5,10,Matches,2017-2018,Stoke City
Moritz Bauer,at AUT,"DF,MF",25.0,14.5,465,314,149,11,0,3,39,138,0,0,0,0,293,2,17,Matches,2017-2018,Stoke City
Peter Crouch,eng ENG,FW,36.0,17.4,643,633,6,0,1,0,3,2,0,0,0,0,375,4,13,Matches,2017-2018,Stoke City
Kevin Wimmer,at AUT,DF,24.0,14.7,584,484,100,22,0,13,2,78,0,0,0,0,448,0,5,Matches,2017-2018,Stoke City
Bruno Martins Indi,nl NED,DF,25.0,13.8,366,343,22,12,0,6,4,10,0,0,0,0,290,1,3,Matches,2017-2018,Stoke City
Badou Ndiaye,sn SEN,MF,26.0,12.6,348,330,15,8,1,4,4,4,0,0,0,0,283,3,6,Matches,2017-2018,Stoke City
Ramadan Sobhi,eg EGY,"MF,FW",20.0,13.8,452,433,18,2,1,0,16,14,0,0,0,0,340,1,15,Matches,2017-2018,Stoke City
Jesé,es ESP,"FW,MF",24.0,6.8,162,143,17,2,0,1,13,1,3,1,1,0,118,2,8,Matches,2017-2018,Stoke City
Glen Johnson,eng ENG,DF,32.0,6.1,242,187,54,9,0,1,8,45,0,0,0,0,159,1,5,Matches,2017-2018,Stoke City
Tom Edwards,eng ENG,"DF,MF",18.0,5.3,217,176,40,1,0,1,15,39,0,0,0,0,151,1,4,Matches,2017-2018,Stoke City
Charlie Adam,sct SCO,MF,31.0,4.6,285,252,28,14,3,4,30,4,10,3,4,3,168,5,9,Matches,2017-2018,Stoke City
Kostas Stafylidis,gr GRE,"DF,MF",23.0,3.7,147,102,44,2,0,0,10,42,0,0,0,0,98,1,5,Matches,2017-2018,Stoke City
Saido Berahino,bi BDI,FW,23.0,5.5,99,87,12,0,1,1,4,0,0,0,0,0,75,0,2,Matches,2017-2018,Stoke City
Lee Grant,eng ENG,GK,34.0,3.0,93,54,38,15,0,0,0,0,0,0,0,0,57,1,0,Matches,2017-2018,Stoke City
Josh Tymon,eng ENG,DF,18.0,1.8,91,85,6,0,0,1,4,6,0,0,0,0,76,0,1,Matches,2017-2018,Stoke City
Ibrahim Afellay,nl NED,MF,31.0,1.8,82,81,1,0,0,0,0,1,0,0,0,0,72,0,0,Matches,2017-2018,Stoke City
Stephen Ireland,ie IRL,"MF,FW",30.0,1.5,70,63,5,0,1,1,0,2,0,0,0,0,57,2,1,Matches,2017-2018,Stoke City
Lasse Sørensen,dk DEN,MF,17.0,0.8,56,54,1,1,0,0,1,0,0,0,0,0,41,1,3,Matches,2017-2018,Stoke City
Bojan Krkić,es ESP,MF,26.0,0.8,27,26,1,0,0,0,2,0,0,0,0,0,22,0,2,Matches,2017-2018,Stoke City
Tyrese Campbell,eng ENG,FW,17.0,0.9,20,19,1,0,0,0,3,0,0,0,0,0,10,0,1,Matches,2017-2018,Stoke City
Julien Ngoy,be BEL,MF,19.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches,2017-2018,Stoke City
Squad Total,,,27.5,38.0,14569,12544,1938,460,33,111,598,875,136,73,46,11,10122,87,320,,2017-2018,Stoke City
Opponent Total,,,26.9,38.0,21090,18959,2041,488,81,122,844,926,281,125,62,4,16444,90,397,,2017-2018,Stoke City
Łukasz Fabiański,pl POL,GK,32.0,38.0,1276,804,468,110,0,2,0,0,0,0,0,0,752,4,2,Matches,2017-2018,Swansea City
Alfie Mawson,eng ENG,DF,23.0,38.0,1755,1699,51,47,1,43,2,4,0,0,0,0,1420,5,10,Matches,2017-2018,Swansea City
Martin Olsson,se SWE,DF,29.0,35.0,1596,1295,298,12,0,3,163,286,0,0,0,0,1100,3,69,Matches,2017-2018,Swansea City
Kyle Naughton,eng ENG,DF,28.0,33.7,2111,1679,427,21,0,16,62,406,0,0,0,0,1525,5,59,Matches,2017-2018,Swansea City
Jordan Ayew,gh GHA,"FW,MF",25.0,31.7,887,850,35,7,3,0,45,5,0,0,0,0,700,2,27,Matches,2017-2018,Swansea City
Federico Fernández,ar ARG,DF,28.0,29.7,1218,1174,44,40,0,10,4,4,0,0,0,0,1001,0,8,Matches,2017-2018,Swansea City
Tom Carroll,eng ENG,MF,25.0,28.6,1577,1430,144,62,3,10,129,1,70,42,20,1,1235,3,32,Matches,2017-2018,Swansea City
Mike van der Hoorn,nl NED,DF,24.0,21.6,882,846,36,20,0,7,8,16,0,0,0,0,669,0,13,Matches,2017-2018,Swansea City
Sam Clucas,eng ENG,MF,26.0,22.7,872,788,80,26,2,5,55,27,24,16,4,1,689,4,12,Matches,2017-2018,Swansea City
Ki Sung-yueng,kr KOR,MF,28.0,20.8,903,800,100,55,1,18,62,2,42,31,9,0,758,3,11,Matches,2017-2018,Swansea City
Nathan Dyer,eng ENG,"MF,FW",29.0,14.5,553,542,10,3,2,0,33,7,0,0,0,0,426,1,20,Matches,2017-2018,Swansea City
Tammy Abraham,eng ENG,FW,19.0,19.2,314,286,28,0,2,1,13,1,0,0,0,0,206,0,6,Matches,2017-2018,Swansea City
Leroy Fer,nl NED,MF,27.0,15.5,643,627,15,11,3,10,8,2,0,0,0,0,515,1,9,Matches,2017-2018,Swansea City
André Ayew,gh GHA,"MF,FW",27.0,10.6,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,Matches,2017-2018,Swansea City
Roque Mesa,es ESP,MF,28.0,8.4,489,470,18,17,0,4,1,1,0,0,0,0,422,1,8,Matches,2017-2018,Swansea City
Andy King,wls WAL,MF,28.0,7.9,359,348,11,10,0,3,8,1,0,0,0,0,296,0,3,Matches,2017-2018,Swansea City
Renato Sanches,pt POR,MF,19.0,7.8,420,383,36,16,1,6,32,8,11,8,3,0,330,1,5,Matches,2017-2018,Swansea City
Wilfried Bony,ci CIV,FW,28.0,7.9,209,196,12,1,0,0,0,0,0,0,0,0,131,1,12,Matches,2017-2018,Swansea City
Luciano Narsingh,nl NED,"FW,MF",26.0,6.9,219,216,3,1,0,1,23,2,0,0,0,0,163,0,10,Matches,2017-2018,Swansea City
Wayne Routledge,eng ENG,"MF,FW",32.0,4.8,177,171,5,0,0,0,15,1,3,2,0,0,115,1,9,Matches,2017-2018,Swansea City
Leon Britton,eng ENG,MF,34.0,3.4,138,132,6,6,0,0,1,0,0,0,0,0,127,0,0,Matches,2017-2018,Swansea City
Connor Roberts,wls WAL,DF,21.0,3.0,181,147,33,1,0,0,13,32,0,0,0,0,131,1,10,Matches,2017-2018,Swansea City
Oliver McBurnie,sct SCO,"FW,MF",21.0,3.1,103,96,6,0,1,0,3,0,0,0,0,0,68,1,4,Matches,2017-2018,Swansea City
Kyle Bartley,eng ENG,DF,26.0,2.6,115,112,3,3,0,1,0,0,0,0,0,0,93,0,2,Matches,2017-2018,Swansea City
Àngel Rangel,es ESP,DF,34.0,1.7,118,99,18,2,0,0,6,16,0,0,0,0,99,1,1,Matches,2017-2018,Swansea City
Jay Fulton,sct SCO,MF,23.0,0.2,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches,2017-2018,Swansea City
Squad Total,,,27.2,38.0,17437,15500,1899,472,23,141,694,825,150,99,36,2,13223,38,347,,2017-2018,Swansea City
Opponent Total,,,27.1,38.0,21866,20064,1723,387,65,142,789,809,195,104,57,6,17707,79,378,,2017-2018,Swansea City
